Price 10^3 TMT,Brands,Models,Year,Place,Pubtime
280.0,Hyundai,Santa,2017,Ашхабад,1753333825.950478
95.0,Toyota,Camry,1999,Мары,1753506625.950478
150.0,Nissan,Sunny,2019,Ашхабад,1753333825.950478
420.0,Toyota,Highlander,2017,Туркменабат,1753506625.950478
710.0,Lexus,ES,2019,Ашхабад,1753333825.950478
22.0,Jeep,Cherokee,1992,Теджен,1753506625.950478
140.0,Toyota,Camry,2007,Ашхабад,1753333825.950478
410.0,Toyota,Highlander,2017,Ашхабад,1753333825.950478
155.0,Toyota,Corolla,2010,Ашхабад,1753506625.950478
660.0,Hyundai,Sonata,2024,Ашхабад,1753333825.950478
40.0,Lada,Niva,1995,Гёкдепе,1753506625.950478
365.0,Toyota,Land,2004,Туркменбаши,1753333825.950478
165.0,Toyota,Avalon,2001,Байрамали,1753506625.950478
540.0,Lexus,RX,2021,Мары,1753333825.950478
262.0,Hyundai,Elantra,2020,Ашхабад,1753506625.950478
130.0,Opel,Astra,2011,Ашхабад,1753333825.950478
262.0,Hyundai,Elantra,2020,Теджен,1753506625.950478
355.0,Lexus,IS,2017,Ашхабад,1753333825.950478
35.0,Mercedes-Benz,230E,1987,Туркменабат,1753506625.950478
300.0,Volkswagen,Touareg,2007,Ашхабад,1753333825.950478
540.0,Mitsubishi,Canter,2022,Ёлётен,1753506625.950478
746.0,Ford,Expedition,2023,Ашхабад,1753333825.950478
290.0,Toyota,Avalon,2016,Ашхабад,1753506625.950478
55.0,Toyota,Cresta,1995,Сакар,1753506625.950478
166.0,Toyota,Corolla,2012,Дашогуз,1753333825.950478
665.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
85.0,Opel,Astra,2001,Туркменабат,1753506625.950478
670.0,Toyota,Highlander,2022,Ашхабад,1753333825.950478
198.0,Toyota,Camry,2002,Туркменабат,1753506625.950478
680.0,Lexus,RX,2022,Ашхабад,1753333825.950478
43.0,Toyota,Town,1993,Мары,1753506625.950478
174.0,Nissan,Sentra,2019,Ашхабад,1753333825.950478
16.0,Lada,2106,1988,Керки,1753506625.950478
1434.0,Toyota,Land,2022,Ашхабад,1753333825.950478
265.0,Mitsubishi,Pajero,2013,Ашхабад,1753506625.950478
65.0,Nissan,Pathfinder,1998,Сакарчага,1753333825.950478
28.0,UAZ,Profi,1999,Туркменабат,1753506625.950478
275.0,Toyota,Camry,2012,Ашхабад,1753333825.950478
7.5,Fekon,FK200-14G,1997,Берекет,1753506625.950478
650.0,Toyota,Land,2014,Дашогуз,1753333825.950478
222.0,Kia,Sportage,2013,Ашхабад,1753506625.950478
334.0,Hyundai,Santa,2014,Ашхабад,1753333825.950478
59.0,Opel,Vectra,1999,Дашогуз,1753506625.950478
727.0,Toyota,Hilux,2025,Ашхабад,1753333825.950478
550.0,Toyota,Highlander,2020,Ашхабад,1753506625.950478
1339.0,Lexus,ES,2025,Ашхабад,1753333825.950478
42.0,Toyota,Corolla,1995,Теджен,1753506625.950478
1316.0,Toyota,Land,2023,Ашхабад,1753333825.950478
38.0,Toyota,Mark,1994,Койтендаг,1753506625.950478
405.0,Toyota,Avalon,2019,Ашхабад,1753420225.950478
390.0,Kia,Sorento,2020,Ашхабад,1753506625.950478
341.0,Lexus,RX,2010,Ашхабад,1753333825.950478
200.0,Toyota,Corolla,2014,Ашхабад,1753506625.950478
170.0,Toyota,Avalon,2005,Кёнеургенч,1753333825.950478
471.0,Toyota,Avalon,2019,Ашхабад,1753333825.950478
190.0,Mitsubishi,L200,1997,Ашхабад,1753506625.950478
1475.0,Toyota,Land,2024,Ашхабад,1753333825.950478
136.0,Toyota,Camry,2009,Ак-Бугдайский этрап,1753506625.950478
1336.0,Toyota,Land,2025,Ашхабад,1753333825.950478
65.0,BMW,E34,1989,Мары,1753506625.950478
1735.0,Toyota,Land,2025,Ашхабад,1753333825.950478
136.0,Toyota,Camry,2009,Ашхабад,1753506625.950478
1101.0,Toyota,Land,2023,Ашхабад,1753333825.950478
225.0,Ford,Flex,2019,Анев,1753506625.950478
1245.0,BMW,740,2022,Ашхабад,1753333825.950478
14.0,Fekon,FK150-8G,2022,Достлук,1753506625.950478
138.0,Kia,Optima,2006,Ашхабад,1753333825.950478
210.0,Gaz,Gazel,2017,Ашхабад,1753506625.950478
480.0,Toyota,Highlander,2021,Мары,1753506625.950478
465.0,Lexus,RX,2013,Ашхабад,1753333825.950478
707.0,Toyota,Hilux,2025,Ашхабад,1753333825.950478
145.0,Toyota,Camry,2006,Мары,1753506625.950478
72.0,Opel,Astra,1999,Ашхабад,1753333825.950478
350.0,Lexus,RX,2011,Дашогуз,1753506625.950478
237.0,Toyota,Camry,2012,Ашхабад,1753333825.950478
160.0,Lada,Niva,2014,Ашхабад,1753506625.950478
250.0,Nissan,Armada,2005,Ашхабад,1753333825.950478
199.0,Toyota,Camry,2016,Мары,1753506625.950478
290.0,Geely,Emgrand,2025,Ашхабад,1753333825.950478
30.0,Lada,Niva,1988,Чарджоу,1753506625.950478
780.0,Toyota,Highlander,2022,Ашхабад,1753333825.950478
18.0,Mitsubishi,Canter,1994,Ёлётен,1753506625.950478
550.0,Jetour,T1,2025,Ашхабад,1753333825.950478
270.0,Ford,Explorer,2012,Ашхабад,1753506625.950478
480.0,Jetour,X90,2025,Ашхабад,1753333825.950478
95.0,Nissan,Pathfinder,2001,Туркменабат,1753506625.950478
325.0,Hyundai,Elantra,2021,Ашхабад,1753333825.950478
150.0,BMW,750,1992,Туркменабат,1753506625.950478
380.0,BMW,F10,2012,Туркменабат,1753333825.950478
55.0,BMW,525,1994,Болдумсаз,1753506625.950478
190.0,Toyota,Camry,2001,Ашхабад,1753333825.950478
40.0,Opel,Vectra,1995,Байрамали,1753506625.950478
285.0,Kia,Soul,2019,Ашхабад,1753420225.950478
145.0,Nissan,Versa,2010,Ашхабад,1753499425.950478
300.0,Toyota,Camry,2018,Ашхабад,1753333825.950478
80.0,Opel,Astra,2000,Гызыларбат,1753499425.950478
340.0,Toyota,Camry,2021,Ашхабад,1753333825.950478
600.0,Toyota,Highlander,2020,Ашхабад,1753333825.950478
770.0,Toyota,Highlander,2022,Ашхабад,1753333825.950478
110.0,Hyundai,Sonata,2006,Ашхабад,1753499425.950478
159.0,Toyota,Camry,2001,Бахарден,1753420225.950478
15.0,Daewoo,Tico,1997,Дашогуз,1753499425.950478
77.0,Mitsubishi,Pajero,1992,Туркменбаши,1753333825.950478
222.0,Toyota,Camry,2010,Балканабат,1753499425.950478
120.0,BMW,E39,2000,Керки,1753333825.950478
19.0,Fekon,FK200-14G,2025,Теджен,1753499425.950478
120.0,Toyota,Camry,1997,Туркменабат,1753333825.950478
140.0,Toyota,4Runner,2002,Байрамали,1753499425.950478
300.0,Mitsubishi,Canter,2005,Ашхабад,1753333825.950478
545.0,Toyota,Highlander,2019,Туркменабат,1753499425.950478
235.0,Toyota,Corolla,2021,Мары,1753499425.950478
167.0,Toyota,Camry,2010,Дашогуз,1753333825.950478
63.0,BMW,E34,1993,Байрамали,1753499425.950478
295.0,Toyota,Camry,2018,Ашхабад,1753333825.950478
32.0,Opel,Vectra,1993,Байрамали,1753499425.950478
155.0,Toyota,Corolla,2008,Ашхабад,1753333825.950478
329.0,Lexus,RX,2010,Ашхабад,1753499425.950478
750.0,Toyota,Highlander,2021,Ашхабад,1753438225.950478
30.0,Toyota,Corona,1993,Халач,1753499425.950478
310.0,Toyota,Camry,2022,Ашхабад,1753488625.950478
300.0,Toyota,Camry,2020,Теджен,1753499425.950478
60.0,Toyota,Camry,1995,Халач,1753333825.950478
190.0,Toyota,Camry,2009,Гороглы (Тагта),1753499425.950478
110.0,Toyota,Corolla,2001,Акдепе,1753499425.950478
270.0,Toyota,Camry,2018,Ашхабад,1753499425.950478
205.0,Toyota,Camry,2012,Ашхабад,1753499425.950478
45.0,Opel,Vectra,1994,Гороглы (Тагта),1753499425.950478
70.0,Lada,Priora,2012,Мары,1753499425.950478
110.0,Toyota,Camry,1999,Халач,1753499425.950478
638.0,Toyota,Highlander,2020,Мары,1753499425.950478
65.0,Nissan,Urvan,2005,Ашхабад,1753499425.950478
435.0,Toyota,Sienna,2019,Мары,1753499425.950478
65.0,Toyota,Hiace,2005,Ашхабад,1753499425.950478
260.0,Toyota,Land,2000,Туркменабат,1753499425.950478
220.0,Lexus,RX,2002,Сакарчага,1753499425.950478
175.0,Toyota,Avalon,2002,Туркменбаши,1753499425.950478
34.0,Lada,2106,1997,Теджен,1753499425.950478
130.0,Toyota,Corolla,2006,Ашхабад,1753499425.950478
500.0,Lexus,ES,2018,Ашхабад,1753499425.950478
3.5,Fekon,FK150-8G,1980,Теджен,1753499425.950478
430.0,Toyota,Sienna,2020,Анев,1753499425.950478
145.0,Toyota,Camry,2010,Кака,1753499425.950478
10.0,Opel,Vectra,1991,Кака,1753499425.950478
66.0,Toyota,Camry,1992,Мары,1753499425.950478
240.0,Kia,K5,2021,Мары,1753499425.950478
120.0,Gaz,Gazel,2007,Туркменбаши,1753499425.950478
134.0,Toyota,Camry,1997,Кёнеургенч,1753499425.950478
27.0,Lada,2107,1998,Мургап,1753499425.950478
140.0,Mitsubishi,L200,2003,Бахарден,1753499425.950478
40.0,Zil,131,1987,Джебел,1753499425.950478
170.0,Gaz,Gazel,2000,Туркменабат,1753499425.950478
45.0,Kia,Credos/Clarus,1998,Мары,1753499425.950478
45.0,Toyota,Mark,1998,Мары,1753499425.950478
50.0,Gaz,21,1980,Мары,1753499425.950478
210.0,Toyota,Camry,2005,Мары,1753499425.950478
40.0,ZAZ,965,1980,Мары,1753499425.950478
205.0,Toyota,Camry,2005,Туркменбаши,1753499425.950478
12.0,Fekon,FK150-8G,2015,Сакарчага,1753499425.950478
130.0,Nissan,Urvan,2005,Мары,1753499425.950478
46.0,UAZ,469,2002,Ходжамбаз,1753499425.950478
127.0,Mercedes-Benz,E320,2001,Ашхабад,1753499425.950478
330.0,Toyota,Camry,2017,Туркменабат,1753499425.950478
460.0,Toyota,Highlander,2018,Туркменабат,1753499425.950478
30.0,Opel,Vectra,1989,Чарджоу,1753499425.950478
45.0,Opel,Vectra,1996,Туркменабат,1753499425.950478
450.0,Toyota,Avalon,2019,Туркменабат,1753499425.950478
380.0,Lexus,ES,2014,Чарджоу,1753499425.950478
50.0,Opel,Vectra,1998,Мары,1753499425.950478
440.0,Toyota,Highlander,2019,Мары,1753499425.950478
36.0,Lada,2107,2009,Сакар,1753499425.950478
190.0,Kamaz,5410,1987,Мары,1753499425.950478
150.0,Toyota,Camry,1998,Дарганата,1753499425.950478
70.0,BMW,320,2001,Койтендаг,1753495825.950478
410.0,Toyota,Highlander,2019,Ёлётен,1753495825.950478
40.0,Toyota,Corolla,1994,Ашхабад,1753495825.950478
36.0,Toyota,Corolla,1994,Теджен,1753495825.950478
110.0,Mitsubishi,Pajero,1999,Ашхабад,1753495825.950478
65.0,BMW,540,1994,Ашхабад,1753495825.950478
198.0,Hyundai,Sonata,2019,Ашхабад,1753495825.950478
310.0,Toyota,RAV4,2018,Мары,1753495825.950478
180.0,BMW,340,1980,Ашхабад,1753495825.950478
31.0,Opel,Vectra,1991,Мары,1753495825.950478
180.0,Gaz,M20(Pobeda),1980,Ашхабад,1753495825.950478
230.0,Kia,Forte,2020,Ашхабад,1753495825.950478
40.0,Mitsubishi,Montero,1995,Акдепе,1753495825.950478
185.0,Hyundai,Accent,2019,Ашхабад,1753495825.950478
200.0,Toyota,Corolla,2016,Ашхабад,1753495825.950478
320.0,BMW,X5,2011,Туркменабат,1753495825.950478
160.0,Ford,Ranger,2010,Гороглы (Тагта),1753495825.950478
190.0,Lexus,RX,2000,Халач,1753495825.950478
265.0,Toyota,Avalon,2013,Бахарден,1753333825.950478
95.0,Toyota,Dyna,2009,Мары,1753495825.950478
60.0,Nissan,Maxima,1997,Дянев,1753495825.950478
150.0,BMW,745,2003,Балканабат,1753495825.950478
355.0,Toyota,Hiace,2008,Туркменбаши,1753495825.950478
330.0,Toyota,Highlander,2013,Ашхабад,1753495825.950478
27.5,Renault,Trafic,1998,Ашхабад,1753495825.950478
140.0,Toyota,Camry,2010,Чарджоу,1753495825.950478
34.0,Lada,2107,1998,Гороглы (Тагта),1753495825.950478
40.0,UAZ,462,1988,Сакарчага,1753495825.950478
170.0,Man,LE,1989,Кёнеургенч,1753495825.950478
170.0,Mitsubishi,Fuso,1989,Кёнеургенч,1753495825.950478
320.0,Hyundai,Santa,2019,Ашхабад,1753495825.950478
170.0,Kamaz,Euro,1989,Кёнеургенч,1753495825.950478
90.0,Mitsubishi,L200,2007,Кёнеургенч,1753495825.950478
190.0,Mercedes-Benz,C350,2008,Ашхабад,1753492225.950478
1175.0,Lexus,RX,2022,Ашхабад,1753492225.950478
205.0,Nissan,Kicks,2021,Ашхабад,1753492225.950478
235.0,Hyundai,Elantra,2020,Ашхабад,1753492225.950478
275.0,Kia,K3,2025,Ашхабад,1753492225.950478
385.0,Kia,Sorento,2020,Ашхабад,1753492225.950478
32.0,Lada,2107,1996,Гумдаг,1753492225.950478
40.0,Opel,Sintra,1998,Бабадайхан,1753492225.950478
185.0,Toyota,Corolla,2016,Мары,1753492225.950478
20.0,Opel,Vectra,1990,Мары,1753492225.950478
210.0,Kia,Optima,2019,Мары,1753492225.950478
78.0,Toyota,Camry,1993,Мары,1753492225.950478
17.85,Fekon,FK150-8G,2025,етр. Туркменбаши,1753492225.950478
580.0,Toyota,Highlander,2020,Байрамали,1753492225.950478
385.0,Toyota,Camry,2020,Мары,1753492225.950478
260.0,Hyundai,Tucson,2018,Ашхабад,1753488625.950478
65.0,BMW,X5,2001,Шабатский этрап,1753488625.950478
95.0,Nissan,Versa,2012,Анев,1753488625.950478
400.0,Toyota,Avalon,2020,Ашхабад,1753488625.950478
296.0,Toyota,Camry,2019,Ашхабад,1753488625.950478
72.0,Mercedes-Benz,C250,2001,Анев,1753488625.950478
745.0,Lexus,ES,2020,Ашхабад,1753488625.950478
830.0,Toyota,Grand,2024,Ашхабад,1753488625.950478
180.0,Hyundai,Sonata,2010,Ашхабад,1753488625.950478
34.0,BMW,730,1993,Теджен,1753488625.950478
24.0,Lada,2106,1982,Балканабат,1753488625.950478
285.0,Kia,Cadenza,2017,Ашхабад,1753488625.950478
42.0,Hyundai,Getz,2002,Бахарден,1753488625.950478
174.0,Toyota,Corolla,2014,Анев,1753485025.950478
45.0,Opel,Vectra,1998,Дашогуз,1753485025.950478
490.0,Mitsubishi,Canter,2022,Туркменабат,1753485025.950478
180.0,Lexus,ES,2005,Дянев,1753485025.950478
455.0,Toyota,Avalon,2022,Ашхабад,1753485025.950478
335.0,Toyota,Camry,2018,Ашхабад,1753485025.950478
2.0,Ural,4320,2012,Берекет,1753485025.950478
2.0,Fekon,FK200-14G,2012,Берекет,1753485025.950478
120.0,Toyota,Camry,2010,Туркменабат,1753485025.950478
200.0,Lexus,ES,2010,Туркменабат,1753485025.950478
30.0,Opel,Astra,1992,Байрамали,1753481425.950478
45.0,Lada,2107,2010,Байрамали,1753481425.950478
170.0,Toyota,Camry,2005,Байрамали,1753481425.950478
55.0,Nissan,Maxima,1999,Туркменабат,1753481425.950478
400.0,Toyota,RAV4,2020,Мары,1753481425.950478
9.0,Fekon,FK200-14G,2011,Джебел,1753481425.950478
680.0,Toyota,Highlander,2022,Аркадаг,1753481425.950478
260.0,Hyundai,Elantra,2020,Ашхабад,1753481425.950478
300.0,Kia,Sorento,2020,Ашхабад,1753481425.950478
560.0,Toyota,Highlander,2019,Ашхабад,1753481425.950478
24.0,Opel,Vectra,1991,Мары,1753481425.950478
80.0,Hyundai,Galloper,1998,Дашогуз,1753481425.950478
68.0,Mercedes-Benz,A150,2002,Дашогуз,1753481425.950478
185.0,Toyota,Camry,2011,Дашогуз,1753481425.950478
268.0,Hyundai,Santa,2013,Туркменабат,1753247425.950478
70.0,Toyota,Hiace,2002,Балканабат,1753481425.950478
70.0,Hyundai,H100,2002,Балканабат,1753481425.950478
35.0,Opel,Vectra,1991,Туркменабат,1753481425.950478
255.0,Toyota,Camry,2017,Балканабат,1753481425.950478
140.0,Toyota,Camry,2007,Махтумкули,1753481425.950478
682.5,Audi,Q7,2017,Ашхабад,1753477825.950478
170.0,Toyota,Camry,2008,Болдумсаз,1753477825.950478
195.0,Toyota,Corolla,2011,Ашхабад,1753477825.950478
440.0,Toyota,Avalon,2021,Мары,1753477825.950478
10.0,Raf,Latvia,1987,Мары,1753477825.950478
5.0,Москвич,412,1989,Кака,1753477825.950478
230.0,Lexus,ES,2008,Кака,1753477825.950478
30.0,Volkswagen,Golf,1994,Кака,1753477825.950478
190.0,Volkswagen,CC,2013,Туркменбаши,1753477825.950478
59.0,BMW,525,1990,Мары,1753477825.950478
34.0,Daewoo,Matiz,2001,Дашогуз,1753477825.950478
630.0,Toyota,Sienna,2020,Ашхабад,1753477825.950478
90.0,Toyota,Mark,1994,Мары,1753477825.950478
80.0,Fekon,FK200-14G,2024,етр. Туркменбаши,1753477825.950478
42.0,Opel,Vectra,1993,етр. Туркменбаши,1753477825.950478
69.0,Hyundai,Sonata,2003,Ашхабад,1753477825.950478
130.0,Toyota,Corolla,2010,Ашхабад,1753477825.950478
38.0,Lada,2107,2004,Гурбансолтан Едже,1753477825.950478
155.0,Toyota,Avalon,2006,Дашогуз,1753477825.950478
60.0,BMW,325,1993,Туркменабат,1753477825.950478
200.0,Hyundai,Sonata,2017,Мары,1753477825.950478
260.0,Toyota,Camry,2017,Туркменабат,1753477825.950478
93.0,Opel,Astra,2008,Ашхабад,1753477825.950478
365.0,Toyota,RAV4,2018,Халач,1753477825.950478
200.0,Lexus,ES,2004,Халач,1753477825.950478
160.0,Toyota,Avalon,2007,Туркменабат,1753477825.950478
360.0,Toyota,Land,2000,Туркменбаши,1753477825.950478
710.0,Lexus,ES,2023,Ашхабад,1753477825.950478
38.0,Daewoo,Matiz,2002,Дашогуз,1753477825.950478
285.0,Kia,K5,2021,Ашхабад,1753477825.950478
230.0,Toyota,Corolla,2021,Ашхабад,1753477825.950478
12.0,Москвич,412,1980,Гёкдепе,1753477825.950478
9.0,Fekon,FK200-14G,2022,Гумдаг,1753477825.950478
28.0,Opel,Vectra,1990,Балканабат,1753477825.950478
240.0,Mitsubishi,Fuso,2004,Ашхабад,1753477825.950478
170.0,Toyota,Camry,2003,Туркменабат,1753474225.950478
30.0,BMW,520,1989,Туркменабат,1753474225.950478
850.0,Lexus,ES,2024,Ашхабад,1753474225.950478
32.0,Lada,2110,2002,Теджен,1753474225.950478
90.0,Opel,Astra,2003,Ашхабад,1753474225.950478
100.0,Volkswagen,Transporter,2004,Ашхабад,1753474225.950478
80.0,Opel,Astra,1999,Дашогуз,1753474225.950478
200.0,Toyota,Camry,2009,Туркменбаши,1753474225.950478
43.0,Toyota,Tercel,1995,Мары,1753474225.950478
50.0,Toyota,Corona,1995,Серхетабат (Кушка),1753474225.950478
180.0,Toyota,Corolla,2017,Ашхабад,1753474225.950478
315.0,Toyota,Avalon,2013,Ашхабад,1753474225.950478
30.0,Opel,Vectra,1990,Дашогуз,1753474225.950478
190.0,Lexus,ES,2002,Дарганата,1753474225.950478
500.0,Toyota,Sienna,2020,Мары,1753474225.950478
40.0,Opel,Astra,1992,Ашхабад,1753474225.950478
300.0,Toyota,Camry,2018,Гумдаг,1753474225.950478
140.0,Mitsubishi,Pajero,2003,Балканабат,1753474225.950478
33.0,Opel,Vectra,1990,Гороглы (Тагта),1753474225.950478
838.0,Toyota,Highlander,2021,Ашхабад,1753474225.950478
35.0,Nissan,Sunny,1999,Койтендаг,1753474225.950478
245.0,Toyota,Corolla,2020,Халач,1753474225.950478
23.0,Opel,Vectra,1992,Анев,1753474225.950478
420.0,Kia,Sorento,2023,Туркменабат,1753474225.950478
229.0,Hyundai,Kona,2020,Ёлётен,1753474225.950478
595.0,Lexus,IS,2022,Ашхабад,1753474225.950478
320.0,Toyota,Camry,2020,Дашогуз,1753474225.950478
30.0,Lada,2106,2000,Яшлык,1753474225.950478
60.0,Lada,2107,2011,Теджен,1753474225.950478
12.0,Opel,Omega,1992,Чарджоу,1753474225.950478
175.0,Lexus,RX,2002,Керки,1753474225.950478
255.0,Toyota,Corolla,2022,Ашхабад,1753474225.950478
255.0,Toyota,Corolla,2020,Ашхабад,1753474225.950478
205.0,Volkswagen,Jetta,2021,Ашхабад,1753474225.950478
325.0,Toyota,Corolla,2022,Ашхабад,1753474225.950478
499.0,Toyota,Hiace,2021,Ашхабад,1753474225.950478
490.0,Toyota,Highlander,2022,Ашхабад,1753474225.950478
180.0,Toyota,Venza,2010,Мары,1753474225.950478
250.0,Toyota,Camry,2012,Ашхабад,1753474225.950478
350.0,Lexus,RX,2014,Дашогуз,1753474225.950478
325.0,Lexus,RX,2013,Дашогуз,1753474225.950478
450.0,Mercedes-Benz,ML350,2012,Туркменабат,1753474225.950478
275.0,Nissan,Pathfinder,2019,Мары,1753474225.950478
560.0,Lexus,ES,2021,Чарджоу,1753474225.950478
625.0,Toyota,Land,2014,Дашогуз,1753474225.950478
54.0,Ford,Focus,1999,Ашхабад,1753474225.950478
110.0,Nissan,Versa,2011,Ашхабад,1753474225.950478
7.0,Lada,21099,1993,Туркменбаши,1753474225.950478
168.0,Hyundai,Santa,2012,Ашхабад,1753474225.950478
49.0,Opel,Vectra,1999,Теджен,1753474225.950478
80.0,Infiniti,I30,2001,Махтумкули,1753474225.950478
120.0,Mercedes-Benz,S-Class,1998,Дянев,1753474225.950478
67.0,BMW,730,1991,Мургап,1753474225.950478
53.0,Lada,2107,2008,Байрамали,1753474225.950478
690.0,Lexus,ES,2019,Ашхабад,1753474225.950478
220.0,Hyundai,IX35,2014,Ашхабад,1753474225.950478
30.0,Volkswagen,Passat,1993,Достлук,1753474225.950478
255.0,Toyota,Camry,2013,Туркменбаши,1753247425.950478
519.0,Lexus,RX,2021,Ашхабад,1753474225.950478
9.999,Jawa,300,1990,Ходжамбаз,1753474225.950478
230.0,Kia,Forte,2020,Ашхабад,1753474225.950478
250.0,Ford,Explorer,2013,Балканабат,1753474225.950478
390.0,Toyota,Tacoma,2018,Ашхабад,1753474225.950478
220.0,Toyota,Land,2002,Дашогуз,1753474225.950478
150.0,Gaz,Gazel,2013,Ашхабад,1753474225.950478
40.0,Toyota,Corolla,1994,Кёнеургенч,1753474225.950478
11.0,Iž,Planeta,1991,Ёлётен,1753470625.950478
35.0,Volkswagen,Scirocco,2006,Мургап,1753470625.950478
238.0,Kia,Optima,2020,Байрамали,1753470625.950478
500.0,Lexus,RX,2017,Туркменабат,1753470625.950478
200.0,Toyota,Camry,2002,Туркменабат,1753470625.950478
465.0,Toyota,Sienna,2020,Ашхабад,1753470625.950478
200.0,Toyota,Avalon,2005,Ашхабад,1753470625.950478
20.0,Iž,Ýupiter,1991,Фарап,1753470625.950478
10.0,Fekon,FK200-14G,2024,Берекет,1753470625.950478
130.0,Toyota,Corolla,2010,Дашогуз,1753470625.950478
138.0,Toyota,Sienna,2001,Мары,1753470625.950478
410.0,Toyota,Hilux,2014,Мары,1753470625.950478
650.0,Toyota,Hilux,2022,Мары,1753470625.950478
650.0,Toyota,Land,2014,Мары,1753470625.950478
650.0,Toyota,Land,2014,Мары,1753470625.950478
58.0,Mitsubishi,Montero,1999,Эсенгулы,1753470625.950478
650.0,Toyota,Land,2014,Мары,1753470625.950478
230.0,Toyota,Land,2001,Туркменбаши,1753470625.950478
23.0,Lada,2107,2000,Гызыларбат,1753470625.950478
320.0,Toyota,Camry,2020,Ашхабад,1753470625.950478
145.0,Toyota,Avalon,2000,Кака,1753470625.950478
42.0,Daewoo,Nubira,2002,Кака,1753470625.950478
35.0,Hyundai,Sonata,1998,Ёлётен,1753470625.950478
320.0,Lexus,IS,2016,Ашхабад,1753470625.950478
110.0,Forland,H2,2008,Балканабат,1753470625.950478
35.0,Opel,Vectra,1990,Шатлык,1753470625.950478
15.0,Lada,2106,1986,Эсенгулы,1753470625.950478
85.0,Opel,Vectra,2002,Ашхабад,1753470625.950478
450.0,Mercedes-Benz,GL-Class,2007,Ашхабад,1753470625.950478
178.0,Toyota,Camry,2010,Ашхабад,1753470625.950478
180.0,Toyota,Camry,2008,Шабатский этрап,1753470625.950478
43.0,Opel,Astra,1994,Балканабат,1753470625.950478
23.0,Opel,Vectra,1992,Байрамали,1753470625.950478
20.0,Opel,Vectra,1992,Гороглы (Тагта),1753470625.950478
10.0,Toyota,Town,1993,Ашхабад,1753470625.950478
90.0,BMW,525,1994,Туркменабат,1753470625.950478
65.0,Lada,Niva,2002,Махтумкули,1753470625.950478
18.0,Lada,2106,1990,Мары,1753470625.950478
155.0,Toyota,Corolla,2010,Ашхабад,1753470625.950478
7.0,Ural,5557,1993,Сакарчага,1753470625.950478
220.0,Toyota,Corolla,2019,Ашхабад,1753470625.950478
400.0,Toyota,Land,2004,Туркменбаши,1753470625.950478
7.0,Ural,5557,1989,Сакарчага,1753470625.950478
152.0,Toyota,Camry,2000,Кёнеургенч,1753470625.950478
160.0,Toyota,Camry,2004,Туркменабат,1753470625.950478
100.0,Toyota,Corolla,1997,Кака,1753470625.950478
75.0,Toyota,Camry,1994,Бахарден,1753470625.950478
245.0,Toyota,Corolla,2013,Ашхабад,1753470625.950478
300.0,Mercedes-Benz,E320,2001,Туркменабат,1753470625.950478
30.0,UAZ,Profi,2000,Эсенгулы,1753470625.950478
70.0,Gaz,Gazel,2006,Ашхабад,1753470625.950478
120.0,Toyota,Camry,1999,Дашогуз,1753470625.950478
18.0,MTZ,80,2024,Акдепе,1753470625.950478
140.0,Toyota,Corolla,2009,Ашхабад,1753470625.950478
30.0,BMW,320,1986,Туркменабат,1753470625.950478
45.0,Peugeot,407,2005,Ашхабад,1753470625.950478
4.5,Iž,Planeta,2000,Акдепе,1753470625.950478
55.0,Toyota,Corolla,1995,Кёнеургенч,1753470625.950478
270.0,Lexus,ES,2011,Балканабат,1753470625.950478
12.0,Lada,2101,1980,Ходжамбаз,1753470625.950478
16.0,Gaz,31,1996,Яшлык,1753470625.950478
20.0,Hyundai,Sonata,1996,Балканабат,1753470625.950478
60.0,BMW,525,1990,Байрамали,1753470625.950478
70.0,Chevrolet,Aveo,2005,Дашогуз,1753470625.950478
500.0,Toyota,Highlander,2022,Мары,1753470625.950478
160.0,Nissan,Patrol,2001,Байрамали,1753470625.950478
105.0,Toyota,Corolla,2002,Туркменбаши,1753470625.950478
38.0,Daewoo,Matiz,2004,Дашогуз,1753470625.950478
7.0,Iž,Planeta,1991,Болдумсаз,1753470625.950478
26.0,Lada,2106,1999,Серахс,1753470625.950478
60.0,Mercedes-Benz,E320,1996,Гумдаг,1753470625.950478
25.0,Lada,2112,2004,Мары,1753470625.950478
27.0,Gaz,53,1993,Туркменгала,1753470625.950478
666.0,Lexus,ES,2019,Ашхабад,1753470625.950478
280.0,Toyota,Corolla,2022,Туркменабат,1753470625.950478
230.0,Kia,Sorento,2020,Мары,1753470625.950478
208.0,Toyota,Corolla,2018,Ашхабад,1753470625.950478
30.0,BMW,525,1990,Мары,1753470625.950478
165.0,Toyota,Camry,2005,Халач,1753470625.950478
250.0,Toyota,Corolla,2022,Векильбазар,1753470625.950478
730.0,Lexus,RX,2023,Мары,1753470625.950478
151.0,Toyota,Corolla,2009,Туркменбаши,1753470625.950478
35.0,Opel,Astra,1992,Туркменгала,1753470625.950478
52.0,Nissan,Sunny,2001,Ашхабад,1753470625.950478
160.0,Toyota,Sienna,2005,Дашогуз,1753470625.950478
25.0,Lada,2106,1987,Теджен,1753470625.950478
243.0,Hyundai,Sonata,2020,Ашхабад,1753470625.950478
155.0,BMW,540,2000,Ашхабад,1753470625.950478
55.0,BMW,525,1992,Ашхабад,1753470625.950478
890.0,Volkswagen,Touareg,2019,Ашхабад,1753470625.950478
